Feature,Estimator,AUC,AUC_best,Accuracy,Accuracy_best,F1,F1_best,Precision,Precision_best,Recall,Recall_best
age : exercise_induced_angina : num_major_vessels,decision_tree,0,0,0.6806896551724139,"{'max_features': 'sqrt', 'max_leaf_nodes': 20, 'max_depth': 1}",0,0,0,0,0,0
age : exercise_induced_angina : num_major_vessels,random_forest,0,0,0.6972413793103449,"{'max_features': 'log2', 'max_leaf_nodes': 25, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
age : exercise_induced_angina : thal,linear,0,0,0.33988459925771686,{'normalize': False},0,0,0,0,0,0
age : exercise_induced_angina : thal,knn,0,0,0.7371264367816093,"{'n_neighbors': 40, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
age : exercise_induced_angina : thal,logistic,0,0,0.7744827586206897,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : exercise_induced_angina : thal,gaussian,0,0,0.7648275862068965,{},0,0,0,0,0,0
age : exercise_induced_angina : thal,svc,0,0,0.781264367816092,"{'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : exercise_induced_angina : thal,decision_tree,0,0,0.7270114942528736,"{'max_features': 'log2', 'max_leaf_nodes': 5, 'max_depth': 20}",0,0,0,0,0,0
age : exercise_induced_angina : thal,random_forest,0,0,0.7336781609195403,"{'max_features': 'log2', 'max_leaf_nodes': 30, 'bootstrap': False, 'max_depth': 1}",0,0,0,0,0,0
age : st_depression : num_major_vessels,linear,0,0,0.27873481960110985,{'normalize': True},0,0,0,0,0,0
age : st_depression : num_major_vessels,knn,0,0,0.7377011494252874,"{'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
age : st_depression : num_major_vessels,logistic,0,0,0.757816091954023,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : st_depression : num_major_vessels,gaussian,0,0,0.7577011494252874,{},0,0,0,0,0,0
age : st_depression : num_major_vessels,svc,0,0,0.7748275862068966,"{'C': 10, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : st_depression : num_major_vessels,decision_tree,0,0,0.6335632183908045,"{'max_features': 'sqrt', 'max_leaf_nodes': 10, 'max_depth': 1}",0,0,0,0,0,0
age : st_depression : num_major_vessels,random_forest,0,0,0.6770114942528735,"{'max_features': 'auto', 'max_leaf_nodes': 20, 'bootstrap': True, 'max_depth': 15}",0,0,0,0,0,0
age : st_depression : thal,linear,0,0,0.3315661458531168,{'normalize': False},0,0,0,0,0,0
age : st_depression : thal,knn,0,0,0.7580459770114942,"{'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
age : st_depression : thal,logistic,0,0,0.7778160919540231,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
age : st_depression : thal,gaussian,0,0,0.7812643678160921,{},0,0,0,0,0,0
age : st_depression : thal,svc,0,0,0.7780459770114944,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : st_depression : thal,decision_tree,0,0,0.6764367816091954,"{'max_features': 'auto', 'max_leaf_nodes': 5, 'max_depth': 10}",0,0,0,0,0,0
age : st_depression : thal,random_forest,0,0,0.6841379310344827,"{'max_features': 'sqrt', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 30}",0,0,0,0,0,0
age : num_major_vessels : thal,linear,0,0,0.37080515074902054,{'normalize': True},0,0,0,0,0,0
age : num_major_vessels : thal,knn,0,0,0.7643678160919541,"{'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
age : num_major_vessels : thal,logistic,0,0,0.7879310344827586,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : num_major_vessels : thal,gaussian,0,0,0.7644827586206898,{},0,0,0,0,0,0
age : num_major_vessels : thal,svc,0,0,0.7545977011494253,"{'C': 1000, 'shrinking': False, 'gamma': 0.0001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : num_major_vessels : thal,decision_tree,0,0,0.7,"{'max_features': None, 'max_leaf_nodes': 5, 'max_depth': 5}",0,0,0,0,0,0
age : num_major_vessels : thal,random_forest,0,0,0.7272413793103447,"{'max_features': None, 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 25}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol,linear,0,0,0.15346148317437702,{'normalize': False},0,0,0,0,0,0
chest_pain : resting_bp : cholesterol,knn,0,0,0.7270114942528736,"{'n_neighbors': 40, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol,logistic,0,0,0.7172413793103448,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol,gaussian,0,0,0.7137931034482758,{},0,0,0,0,0,0
chest_pain : resting_bp : cholesterol,svc,0,0,0.7474712643678161,"{'C': 1000, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol,decision_tree,0,0,0.6498850574712643,"{'max_features': None, 'max_leaf_nodes': 2, 'max_depth': 1}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol,random_forest,0,0,0.7036781609195404,"{'max_features': 'sqrt', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 5}",0,0,0,0,0,0
chest_pain : resting_bp : max_hr,linear,0,0,0.23998780263056724,{'normalize': True},0,0,0,0,0,0
chest_pain : resting_bp : max_hr,knn,0,0,0.7337931034482759,"{'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
chest_pain : resting_bp : max_hr,logistic,0,0,0.7374712643678161,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
chest_pain : resting_bp : max_hr,gaussian,0,0,0.7340229885057471,{},0,0,0,0,0,0
chest_pain : resting_bp : max_hr,svc,0,0,0.7271264367816093,"{'C': 1000, 'shrinking': True, 'gamma': 0.0001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : resting_bp : max_hr,decision_tree,0,0,0.6362068965517242,"{'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}",0,0,0,0,0,0
chest_pain : resting_bp : max_hr,random_forest,0,0,0.6942528735632184,"{'max_features': 'sqrt', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 10}",0,0,0,0,0,0
chest_pain : resting_bp : exercise_induced_angina,linear,0,0,0.2309227070171853,{'normalize': False},0,0,0,0,0,0
chest_pain : resting_bp : exercise_induced_angina,knn,0,0,0.7272413793103449,"{'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 20, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
chest_pain : resting_bp : exercise_induced_angina,logistic,0,0,0.7441379310344828,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
chest_pain : resting_bp : exercise_induced_angina,gaussian,0,0,0.750919540229885,{},0,0,0,0,0,0
chest_pain : resting_bp : exercise_induced_angina,svc,0,0,0.7406896551724139,"{'C': 1000, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : resting_bp : exercise_induced_angina,decision_tree,0,0,0.6970114942528735,"{'max_features': 'sqrt', 'max_leaf_nodes': 10, 'max_depth': 10}",0,0,0,0,0,0
chest_pain : resting_bp : exercise_induced_angina,random_forest,0,0,0.7070114942528736,"{'max_features': 'log2', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 5}",0,0,0,0,0,0
chest_pain : resting_bp : st_depression,linear,0,0,0.25965927564338176,{'normalize': True},0,0,0,0,0,0
chest_pain : resting_bp : st_depression,knn,0,0,0.7341379310344828,"{'n_neighbors': 10, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
chest_pain : resting_bp : st_depression,logistic,0,0,0.7410344827586208,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
chest_pain : resting_bp : st_depression,gaussian,0,0,0.7605747126436782,{},0,0,0,0,0,0
chest_pain : resting_bp : st_depression,svc,0,0,0.733448275862069,"{'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : resting_bp : st_depression,decision_tree,0,0,0.6667816091954022,"{'max_features': 'sqrt', 'max_leaf_nodes': 20, 'max_depth': 15}",0,0,0,0,0,0
chest_pain : resting_bp : st_depression,random_forest,0,0,0.7103448275862069,"{'max_features': 'sqrt', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 30}",0,0,0,0,0,0
chest_pain : resting_bp : num_major_vessels,linear,0,0,0.2872652965575167,{'normalize': True},0,0,0,0,0,0
chest_pain : resting_bp : num_major_vessels,knn,0,0,0.75816091954023,"{'n_neighbors': 40, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
chest_pain : resting_bp : num_major_vessels,logistic,0,0,0.7741379310344828,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
chest_pain : resting_bp : num_major_vessels,gaussian,0,0,0.7708045977011495,{},0,0,0,0,0,0
chest_pain : resting_bp : num_major_vessels,svc,0,0,0.7474712643678162,"{'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : resting_bp : num_major_vessels,decision_tree,0,0,0.7035632183908047,"{'max_features': 'log2', 'max_leaf_nodes': 2, 'max_depth': 1}",0,0,0,0,0,0
chest_pain : resting_bp : num_major_vessels,random_forest,0,0,0.7409195402298849,"{'max_features': 'log2', 'max_leaf_nodes': 2, 'bootstrap': False, 'max_depth': 25}",0,0,0,0,0,0
chest_pain : resting_bp : thal,linear,0,0,0.3300544000845305,{'normalize': True},0,0,0,0,0,0
chest_pain : resting_bp : thal,knn,0,0,0.7611494252873563,"{'n_neighbors': 40, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
chest_pain : resting_bp : thal,logistic,0,0,0.7844827586206897,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
chest_pain : resting_bp : thal,gaussian,0,0,0.7777011494252873,{},0,0,0,0,0,0
chest_pain : resting_bp : thal,svc,0,0,0.7709195402298852,"{'C': 10, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : resting_bp : thal,decision_tree,0,0,0.7271264367816092,"{'max_features': 'sqrt', 'max_leaf_nodes': 20, 'max_depth': 20}",0,0,0,0,0,0
chest_pain : resting_bp : thal,random_forest,0,0,0.7473563218390804,"{'max_features': 'auto', 'max_leaf_nodes': 20, 'bootstrap': False, 'max_depth': 10}",0,0,0,0,0,0
chest_pain : cholesterol : max_hr,linear,0,0,0.2219124406081019,{'normalize': True},0,0,0,0,0,0
chest_pain : cholesterol : max_hr,knn,0,0,0.6727586206896553,"{'n_neighbors': 50, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
chest_pain : cholesterol : max_hr,logistic,0,0,0.7239080459770115,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
chest_pain : cholesterol : max_hr,gaussian,0,0,0.7204597701149426,{},0,0,0,0,0,0
chest_pain : cholesterol : max_hr,svc,0,0,0.7405747126436781,"{'C': 100, 'shrinking': True, 'gamma': 0.0001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : cholesterol : max_hr,decision_tree,0,0,0.6158620689655171,"{'max_features': 'sqrt', 'max_leaf_nodes': 15, 'max_depth': 1}",0,0,0,0,0,0
chest_pain : cholesterol : max_hr,random_forest,0,0,0.6763218390804597,"{'max_features': 'sqrt', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 20}",0,0,0,0,0,0
chest_pain : cholesterol : exercise_induced_angina,linear,0,0,0.2091548005454369,{'normalize': False},0,0,0,0,0,0
chest_pain : cholesterol : exercise_induced_angina,knn,0,0,0.7140229885057472,"{'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
chest_pain : cholesterol : exercise_induced_angina,logistic,0,0,0.7067816091954022,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
chest_pain : cholesterol : exercise_induced_angina,gaussian,0,0,0.7203448275862069,{},0,0,0,0,0,0
chest_pain : cholesterol : exercise_induced_angina,svc,0,0,0.750919540229885,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : cholesterol : exercise_induced_angina,decision_tree,0,0,0.6966666666666667,"{'max_features': 'log2', 'max_leaf_nodes': 10, 'max_depth': 1}",0,0,0,0,0,0
chest_pain : cholesterol : exercise_induced_angina,random_forest,0,0,0.7137931034482758,"{'max_features': 'sqrt', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 20}",0,0,0,0,0,0
chest_pain : cholesterol : st_depression,linear,0,0,0.2527477089449638,{'normalize': True},0,0,0,0,0,0
chest_pain : cholesterol : st_depression,knn,0,0,0.7605747126436782,"{'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
chest_pain : cholesterol : st_depression,logistic,0,0,0.7440229885057471,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
chest_pain : cholesterol : st_depression,gaussian,0,0,0.7605747126436782,{},0,0,0,0,0,0
chest_pain : cholesterol : st_depression,svc,0,0,0.7404597701149426,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : cholesterol : st_depression,decision_tree,0,0,0.6970114942528737,"{'max_features': None, 'max_leaf_nodes': 5, 'max_depth': 1}",0,0,0,0,0,0
chest_pain : cholesterol : st_depression,random_forest,0,0,0.7171264367816093,"{'max_features': 'log2', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 25}",0,0,0,0,0,0
chest_pain : cholesterol : num_major_vessels,linear,0,0,0.2744820847644748,{'normalize': True},0,0,0,0,0,0
chest_pain : cholesterol : num_major_vessels,knn,0,0,0.7608045977011494,"{'n_neighbors': 60, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
chest_pain : cholesterol : num_major_vessels,logistic,0,0,0.7473563218390806,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
chest_pain : cholesterol : num_major_vessels,gaussian,0,0,0.7340229885057472,{},0,0,0,0,0,0
chest_pain : cholesterol : num_major_vessels,svc,0,0,0.7609195402298852,"{'C': 10, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : cholesterol : num_major_vessels,decision_tree,0,0,0.7371264367816093,"{'max_features': 'sqrt', 'max_leaf_nodes': 2, 'max_depth': 20}",0,0,0,0,0,0
chest_pain : cholesterol : num_major_vessels,random_forest,0,0,0.7540229885057472,"{'max_features': 'auto', 'max_leaf_nodes': 30, 'bootstrap': True, 'max_depth': 5}",0,0,0,0,0,0
chest_pain : cholesterol : thal,linear,0,0,0.3210427475331207,{'normalize': True},0,0,0,0,0,0
chest_pain : cholesterol : thal,knn,0,0,0.7544827586206897,"{'n_neighbors': 30, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
chest_pain : cholesterol : thal,logistic,0,0,0.7743678160919539,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
chest_pain : cholesterol : thal,gaussian,0,0,0.7743678160919539,{},0,0,0,0,0,0
chest_pain : cholesterol : thal,svc,0,0,0.774367816091954,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : cholesterol : thal,decision_tree,0,0,0.6939080459770116,"{'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}",0,0,0,0,0,0
chest_pain : cholesterol : thal,random_forest,0,0,0.6936781609195403,"{'max_features': None, 'max_leaf_nodes': 15, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
chest_pain : max_hr : exercise_induced_angina,linear,0,0,0.2618046455627083,{'normalize': True},0,0,0,0,0,0
chest_pain : max_hr : exercise_induced_angina,knn,0,0,0.7037931034482758,"{'n_neighbors': 40, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'brute', 'p': 2}",0,0,0,0,0,0
chest_pain : max_hr : exercise_induced_angina,logistic,0,0,0.7370114942528736,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
chest_pain : max_hr : exercise_induced_angina,gaussian,0,0,0.7235632183908046,{},0,0,0,0,0,0
chest_pain : max_hr : exercise_induced_angina,svc,0,0,0.730344827586207,"{'C': 1000, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : max_hr : exercise_induced_angina,decision_tree,0,0,0.6401149425287356,"{'max_features': 'sqrt', 'max_leaf_nodes': 10, 'max_depth': 10}",0,0,0,0,0,0
chest_pain : max_hr : exercise_induced_angina,random_forest,0,0,0.6803448275862067,"{'max_features': None, 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 10}",0,0,0,0,0,0
chest_pain : max_hr : st_depression,linear,0,0,0.2974604775942586,{'normalize': False},0,0,0,0,0,0
chest_pain : max_hr : st_depression,knn,0,0,0.7304597701149425,"{'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
chest_pain : max_hr : st_depression,logistic,0,0,0.7575862068965517,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
chest_pain : max_hr : st_depression,gaussian,0,0,0.7742528735632183,{},0,0,0,0,0,0
chest_pain : max_hr : st_depression,svc,0,0,0.7474712643678161,"{'C': 10, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : max_hr : st_depression,decision_tree,0,0,0.6667816091954022,"{'max_features': None, 'max_leaf_nodes': 5, 'max_depth': 1}",0,0,0,0,0,0
chest_pain : max_hr : st_depression,random_forest,0,0,0.7304597701149426,"{'max_features': 'log2', 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 10}",0,0,0,0,0,0
chest_pain : max_hr : num_major_vessels,linear,0,0,0.3292780032627288,{'normalize': True},0,0,0,0,0,0
chest_pain : max_hr : num_major_vessels,knn,0,0,0.7878160919540229,"{'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'brute', 'p': 2}",0,0,0,0,0,0
chest_pain : max_hr : num_major_vessels,logistic,0,0,0.7875862068965518,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
chest_pain : max_hr : num_major_vessels,gaussian,0,0,0.7777011494252873,{},0,0,0,0,0,0
chest_pain : max_hr : num_major_vessels,svc,0,0,0.7878160919540231,"{'C': 10, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : max_hr : num_major_vessels,decision_tree,0,0,0.6767816091954022,"{'max_features': None, 'max_leaf_nodes': 5, 'max_depth': 5}",0,0,0,0,0,0
chest_pain : max_hr : num_major_vessels,random_forest,0,0,0.7273563218390805,"{'max_features': 'auto', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 30}",0,0,0,0,0,0
chest_pain : max_hr : thal,linear,0,0,0.3754091367693229,{'normalize': False},0,0,0,0,0,0
chest_pain : max_hr : thal,knn,0,0,0.7643678160919541,"{'n_neighbors': 40, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
chest_pain : max_hr : thal,logistic,0,0,0.8014942528735632,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
chest_pain : max_hr : thal,gaussian,0,0,0.791264367816092,{},0,0,0,0,0,0
chest_pain : max_hr : thal,svc,0,0,0.8014942528735632,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : max_hr : thal,decision_tree,0,0,0.7002298850574713,"{'max_features': None, 'max_leaf_nodes': 5, 'max_depth': 5}",0,0,0,0,0,0
chest_pain : max_hr : thal,random_forest,0,0,0.7204597701149427,"{'max_features': None, 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 25}",0,0,0,0,0,0
chest_pain : exercise_induced_angina : st_depression,linear,0,0,0.29640654599912325,{'normalize': True},0,0,0,0,0,0
chest_pain : exercise_induced_angina : st_depression,knn,0,0,0.7710344827586206,"{'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
chest_pain : exercise_induced_angina : st_depression,logistic,0,0,0.7706896551724138,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
chest_pain : exercise_induced_angina : st_depression,gaussian,0,0,0.7640229885057472,{},0,0,0,0,0,0
chest_pain : exercise_induced_angina : st_depression,svc,0,0,0.7640229885057472,"{'C': 10, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : exercise_induced_angina : st_depression,decision_tree,0,0,0.7040229885057471,"{'max_features': 'log2', 'max_leaf_nodes': 5, 'max_depth': 1}",0,0,0,0,0,0
chest_pain : exercise_induced_angina : st_depression,random_forest,0,0,0.7140229885057472,"{'max_features': 'log2', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 10}",0,0,0,0,0,0
chest_pain : exercise_induced_angina : num_major_vessels,linear,0,0,0.344055257180729,{'normalize': False},0,0,0,0,0,0
chest_pain : exercise_induced_angina : num_major_vessels,knn,0,0,0.7848275862068966,"{'n_neighbors': 10, 'weights': 'distance', 'leaf_size': 40, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
chest_pain : exercise_induced_angina : num_major_vessels,logistic,0,0,0.787816091954023,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
chest_pain : exercise_induced_angina : num_major_vessels,gaussian,0,0,0.774367816091954,{},0,0,0,0,0,0
chest_pain : exercise_induced_angina : num_major_vessels,svc,0,0,0.7913793103448276,"{'C': 100, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : exercise_induced_angina : num_major_vessels,decision_tree,0,0,0.7981609195402299,"{'max_features': 'log2', 'max_leaf_nodes': 15, 'max_depth': 5}",0,0,0,0,0,0
chest_pain : exercise_induced_angina : num_major_vessels,random_forest,0,0,0.7881609195402299,"{'max_features': 'log2', 'max_leaf_nodes': 25, 'bootstrap': True, 'max_depth': 5}",0,0,0,0,0,0
chest_pain : exercise_induced_angina : thal,linear,0,0,0.3554347386522598,{'normalize': False},0,0,0,0,0,0
chest_pain : exercise_induced_angina : thal,knn,0,0,0.7582758620689655,"{'n_neighbors': 50, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
chest_pain : exercise_induced_angina : thal,logistic,0,0,0.8050574712643679,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
chest_pain : exercise_induced_angina : thal,gaussian,0,0,0.7916091954022988,{},0,0,0,0,0,0
chest_pain : exercise_induced_angina : thal,svc,0,0,0.7950574712643679,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : exercise_induced_angina : thal,decision_tree,0,0,0.7714942528735633,"{'max_features': 'log2', 'max_leaf_nodes': 5, 'max_depth': 15}",0,0,0,0,0,0
chest_pain : exercise_induced_angina : thal,random_forest,0,0,0.7749425287356322,"{'max_features': 'auto', 'max_leaf_nodes': 5, 'bootstrap': False, 'max_depth': 10}",0,0,0,0,0,0
chest_pain : st_depression : num_major_vessels,linear,0,0,0.3448692474372778,{'normalize': False},0,0,0,0,0,0
chest_pain : st_depression : num_major_vessels,knn,0,0,0.7710344827586206,"{'n_neighbors': 50, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
chest_pain : st_depression : num_major_vessels,logistic,0,0,0.7944827586206898,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
chest_pain : st_depression : num_major_vessels,gaussian,0,0,0.7811494252873563,{},0,0,0,0,0,0
