Feature,Estimator,AUC,AUC_best,Accuracy,Accuracy_best,F1,F1_best,Precision,Precision_best,Recall,Recall_best
age : resting_bp : max_hr : st_depression : num_major_vessels,gaussian,0,0,0.7574712643678161,{},0,0,0,0,0,0
age : resting_bp : max_hr : st_depression : num_major_vessels,svc,0,0,0.734367816091954,"{'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : resting_bp : max_hr : st_depression : num_major_vessels,decision_tree,0,0,0.6263218390804597,"{'max_features': 'sqrt', 'max_leaf_nodes': 5, 'max_depth': 1}",0,0,0,0,0,0
age : resting_bp : max_hr : st_depression : num_major_vessels,random_forest,0,0,0.727471264367816,"{'max_features': None, 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 15}",0,0,0,0,0,0
age : resting_bp : max_hr : st_depression : thal,linear,0,0,0.3665397479601157,{'normalize': True},0,0,0,0,0,0
age : resting_bp : max_hr : st_depression : thal,knn,0,0,0.7242528735632183,"{'n_neighbors': 30, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
age : resting_bp : max_hr : st_depression : thal,logistic,0,0,0.7706896551724138,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : resting_bp : max_hr : st_depression : thal,gaussian,0,0,0.7574712643678161,{},0,0,0,0,0,0
age : resting_bp : max_hr : st_depression : thal,svc,0,0,0.7811494252873563,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : resting_bp : max_hr : st_depression : thal,decision_tree,0,0,0.6964367816091954,"{'max_features': 'log2', 'max_leaf_nodes': 20, 'max_depth': 1}",0,0,0,0,0,0
age : resting_bp : max_hr : st_depression : thal,random_forest,0,0,0.7136781609195402,"{'max_features': 'sqrt', 'max_leaf_nodes': 30, 'bootstrap': True, 'max_depth': 5}",0,0,0,0,0,0
age : resting_bp : max_hr : num_major_vessels : thal,linear,0,0,0.4194195982645696,{'normalize': False},0,0,0,0,0,0
age : resting_bp : max_hr : num_major_vessels : thal,knn,0,0,0.7577011494252872,"{'n_neighbors': 10, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
age : resting_bp : max_hr : num_major_vessels : thal,logistic,0,0,0.8183908045977013,"{'penalty': 'l2', 'solver': 'liblinear'}",0,0,0,0,0,0
age : resting_bp : max_hr : num_major_vessels : thal,gaussian,0,0,0.7781609195402297,{},0,0,0,0,0,0
age : resting_bp : max_hr : num_major_vessels : thal,svc,0,0,0.774367816091954,"{'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : resting_bp : max_hr : num_major_vessels : thal,decision_tree,0,0,0.7511494252873563,"{'max_features': 'auto', 'max_leaf_nodes': 30, 'max_depth': 1}",0,0,0,0,0,0
age : resting_bp : max_hr : num_major_vessels : thal,random_forest,0,0,0.7578160919540231,"{'max_features': 'sqrt', 'max_leaf_nodes': 25, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
age : resting_bp : exercise_induced_angina : st_depression : num_major_vessels,linear,0,0,0.35953503020408256,{'normalize': True},0,0,0,0,0,0
age : resting_bp : exercise_induced_angina : st_depression : num_major_vessels,knn,0,0,0.7574712643678161,"{'n_neighbors': 10, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
age : resting_bp : exercise_induced_angina : st_depression : num_major_vessels,logistic,0,0,0.784712643678161,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : resting_bp : exercise_induced_angina : st_depression : num_major_vessels,gaussian,0,0,0.7781609195402298,{},0,0,0,0,0,0
age : resting_bp : exercise_induced_angina : st_depression : num_major_vessels,svc,0,0,0.771264367816092,"{'C': 1000, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : resting_bp : exercise_induced_angina : st_depression : num_major_vessels,decision_tree,0,0,0.7106896551724138,"{'max_features': 'sqrt', 'max_leaf_nodes': 20, 'max_depth': 30}",0,0,0,0,0,0
age : resting_bp : exercise_induced_angina : st_depression : num_major_vessels,random_forest,0,0,0.7340229885057472,"{'max_features': 'log2', 'max_leaf_nodes': 15, 'bootstrap': True, 'max_depth': 25}",0,0,0,0,0,0
age : resting_bp : exercise_induced_angina : st_depression : thal,linear,0,0,0.366609020103208,{'normalize': True},0,0,0,0,0,0
age : resting_bp : exercise_induced_angina : st_depression : thal,knn,0,0,0.7173563218390805,"{'n_neighbors': 10, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
age : resting_bp : exercise_induced_angina : st_depression : thal,logistic,0,0,0.7844827586206897,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
age : resting_bp : exercise_induced_angina : st_depression : thal,gaussian,0,0,0.7642528735632185,{},0,0,0,0,0,0
age : resting_bp : exercise_induced_angina : st_depression : thal,svc,0,0,0.7579310344827587,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : resting_bp : exercise_induced_angina : st_depression : thal,decision_tree,0,0,0.7002298850574713,"{'max_features': 'sqrt', 'max_leaf_nodes': 20, 'max_depth': 1}",0,0,0,0,0,0
age : resting_bp : exercise_induced_angina : st_depression : thal,random_forest,0,0,0.7136781609195403,"{'max_features': None, 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 20}",0,0,0,0,0,0
age : resting_bp : exercise_induced_angina : num_major_vessels : thal,linear,0,0,0.42342410301081684,{'normalize': True},0,0,0,0,0,0
age : resting_bp : exercise_induced_angina : num_major_vessels : thal,knn,0,0,0.7782758620689656,"{'n_neighbors': 20, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
age : resting_bp : exercise_induced_angina : num_major_vessels : thal,logistic,0,0,0.8079310344827588,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : resting_bp : exercise_induced_angina : num_major_vessels : thal,gaussian,0,0,0.7981609195402299,{},0,0,0,0,0,0
age : resting_bp : exercise_induced_angina : num_major_vessels : thal,svc,0,0,0.8045977011494253,"{'C': 10, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : resting_bp : exercise_induced_angina : num_major_vessels : thal,decision_tree,0,0,0.7310344827586207,"{'max_features': 'sqrt', 'max_leaf_nodes': 10, 'max_depth': 5}",0,0,0,0,0,0
age : resting_bp : exercise_induced_angina : num_major_vessels : thal,random_forest,0,0,0.7605747126436782,"{'max_features': 'log2', 'max_leaf_nodes': 15, 'bootstrap': False, 'max_depth': 25}",0,0,0,0,0,0
age : resting_bp : st_depression : num_major_vessels : thal,linear,0,0,0.3962619247227145,{'normalize': False},0,0,0,0,0,0
age : resting_bp : st_depression : num_major_vessels : thal,knn,0,0,0.7840229885057474,"{'n_neighbors': 40, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
age : resting_bp : st_depression : num_major_vessels : thal,logistic,0,0,0.811264367816092,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : resting_bp : st_depression : num_major_vessels : thal,gaussian,0,0,0.7911494252873564,{},0,0,0,0,0,0
age : resting_bp : st_depression : num_major_vessels : thal,svc,0,0,0.7910344827586208,"{'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : resting_bp : st_depression : num_major_vessels : thal,decision_tree,0,0,0.723793103448276,"{'max_features': 'sqrt', 'max_leaf_nodes': 5, 'max_depth': 5}",0,0,0,0,0,0
age : resting_bp : st_depression : num_major_vessels : thal,random_forest,0,0,0.7474712643678162,"{'max_features': 'auto', 'max_leaf_nodes': 20, 'bootstrap': False, 'max_depth': 1}",0,0,0,0,0,0
age : cholesterol : max_hr : exercise_induced_angina : st_depression,linear,0,0,0.28550240774273256,{'normalize': False},0,0,0,0,0,0
age : cholesterol : max_hr : exercise_induced_angina : st_depression,knn,0,0,0.7509195402298849,"{'n_neighbors': 60, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
age : cholesterol : max_hr : exercise_induced_angina : st_depression,logistic,0,0,0.7609195402298851,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
age : cholesterol : max_hr : exercise_induced_angina : st_depression,gaussian,0,0,0.7541379310344827,{},0,0,0,0,0,0
age : cholesterol : max_hr : exercise_induced_angina : st_depression,svc,0,0,0.764367816091954,"{'C': 10, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : cholesterol : max_hr : exercise_induced_angina : st_depression,decision_tree,0,0,0.6594252873563219,"{'max_features': 'sqrt', 'max_leaf_nodes': 10, 'max_depth': 1}",0,0,0,0,0,0
age : cholesterol : max_hr : exercise_induced_angina : st_depression,random_forest,0,0,0.6940229885057472,"{'max_features': 'sqrt', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 10}",0,0,0,0,0,0
age : cholesterol : max_hr : exercise_induced_angina : num_major_vessels,linear,0,0,0.3473246997243038,{'normalize': True},0,0,0,0,0,0
age : cholesterol : max_hr : exercise_induced_angina : num_major_vessels,knn,0,0,0.7613793103448275,"{'n_neighbors': 10, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
age : cholesterol : max_hr : exercise_induced_angina : num_major_vessels,logistic,0,0,0.7748275862068965,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : cholesterol : max_hr : exercise_induced_angina : num_major_vessels,gaussian,0,0,0.7612643678160921,{},0,0,0,0,0,0
age : cholesterol : max_hr : exercise_induced_angina : num_major_vessels,svc,0,0,0.7917241379310344,"{'C': 1000, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : cholesterol : max_hr : exercise_induced_angina : num_major_vessels,decision_tree,0,0,0.6532183908045976,"{'max_features': 'auto', 'max_leaf_nodes': 10, 'max_depth': 1}",0,0,0,0,0,0
age : cholesterol : max_hr : exercise_induced_angina : num_major_vessels,random_forest,0,0,0.7580459770114942,"{'max_features': 'log2', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 25}",0,0,0,0,0,0
age : cholesterol : max_hr : exercise_induced_angina : thal,linear,0,0,0.36603999728445646,{'normalize': True},0,0,0,0,0,0
age : cholesterol : max_hr : exercise_induced_angina : thal,knn,0,0,0.7242528735632185,"{'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
age : cholesterol : max_hr : exercise_induced_angina : thal,logistic,0,0,0.7880459770114943,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
age : cholesterol : max_hr : exercise_induced_angina : thal,gaussian,0,0,0.7780459770114942,{},0,0,0,0,0,0
age : cholesterol : max_hr : exercise_induced_angina : thal,svc,0,0,0.7814942528735632,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : cholesterol : max_hr : exercise_induced_angina : thal,decision_tree,0,0,0.6632183908045977,"{'max_features': 'log2', 'max_leaf_nodes': 15, 'max_depth': 10}",0,0,0,0,0,0
age : cholesterol : max_hr : exercise_induced_angina : thal,random_forest,0,0,0.703448275862069,"{'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
age : cholesterol : max_hr : st_depression : num_major_vessels,linear,0,0,0.331896024005211,{'normalize': False},0,0,0,0,0,0
age : cholesterol : max_hr : st_depression : num_major_vessels,knn,0,0,0.7851724137931034,"{'n_neighbors': 10, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
age : cholesterol : max_hr : st_depression : num_major_vessels,logistic,0,0,0.7677011494252876,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
age : cholesterol : max_hr : st_depression : num_major_vessels,gaussian,0,0,0.7510344827586206,{},0,0,0,0,0,0
age : cholesterol : max_hr : st_depression : num_major_vessels,svc,0,0,0.7749425287356321,"{'C': 10, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : cholesterol : max_hr : st_depression : num_major_vessels,decision_tree,0,0,0.6832183908045976,"{'max_features': None, 'max_leaf_nodes': 20, 'max_depth': 15}",0,0,0,0,0,0
age : cholesterol : max_hr : st_depression : num_major_vessels,random_forest,0,0,0.7310344827586206,"{'max_features': 'auto', 'max_leaf_nodes': 25, 'bootstrap': False, 'max_depth': 30}",0,0,0,0,0,0
age : cholesterol : max_hr : st_depression : thal,linear,0,0,0.3679915803597159,{'normalize': False},0,0,0,0,0,0
age : cholesterol : max_hr : st_depression : thal,knn,0,0,0.7574712643678162,"{'n_neighbors': 20, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
age : cholesterol : max_hr : st_depression : thal,logistic,0,0,0.7909195402298852,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
age : cholesterol : max_hr : st_depression : thal,gaussian,0,0,0.7910344827586208,{},0,0,0,0,0,0
age : cholesterol : max_hr : st_depression : thal,svc,0,0,0.7975862068965517,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : cholesterol : max_hr : st_depression : thal,decision_tree,0,0,0.7139080459770115,"{'max_features': 'auto', 'max_leaf_nodes': 15, 'max_depth': 5}",0,0,0,0,0,0
age : cholesterol : max_hr : st_depression : thal,random_forest,0,0,0.7239080459770115,"{'max_features': 'auto', 'max_leaf_nodes': 15, 'bootstrap': False, 'max_depth': 15}",0,0,0,0,0,0
age : cholesterol : max_hr : num_major_vessels : thal,linear,0,0,0.41785642359251873,{'normalize': False},0,0,0,0,0,0
age : cholesterol : max_hr : num_major_vessels : thal,knn,0,0,0.7880459770114944,"{'n_neighbors': 10, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
age : cholesterol : max_hr : num_major_vessels : thal,logistic,0,0,0.8114942528735632,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
age : cholesterol : max_hr : num_major_vessels : thal,gaussian,0,0,0.781264367816092,{},0,0,0,0,0,0
age : cholesterol : max_hr : num_major_vessels : thal,svc,0,0,0.7911494252873564,"{'C': 10, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : cholesterol : max_hr : num_major_vessels : thal,decision_tree,0,0,0.7341379310344828,"{'max_features': 'log2', 'max_leaf_nodes': 10, 'max_depth': 25}",0,0,0,0,0,0
age : cholesterol : max_hr : num_major_vessels : thal,random_forest,0,0,0.761264367816092,"{'max_features': 'sqrt', 'max_leaf_nodes': 15, 'bootstrap': True, 'max_depth': 10}",0,0,0,0,0,0
age : cholesterol : exercise_induced_angina : st_depression : num_major_vessels,linear,0,0,0.35606508769925693,{'normalize': False},0,0,0,0,0,0
age : cholesterol : exercise_induced_angina : st_depression : num_major_vessels,knn,0,0,0.7782758620689656,"{'n_neighbors': 30, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
age : cholesterol : exercise_induced_angina : st_depression : num_major_vessels,logistic,0,0,0.7813793103448277,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
age : cholesterol : exercise_induced_angina : st_depression : num_major_vessels,gaussian,0,0,0.7714942528735632,{},0,0,0,0,0,0
age : cholesterol : exercise_induced_angina : st_depression : num_major_vessels,svc,0,0,0.7749425287356322,"{'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : cholesterol : exercise_induced_angina : st_depression : num_major_vessels,decision_tree,0,0,0.6973563218390806,"{'max_features': 'auto', 'max_leaf_nodes': 10, 'max_depth': 20}",0,0,0,0,0,0
age : cholesterol : exercise_induced_angina : st_depression : num_major_vessels,random_forest,0,0,0.7677011494252873,"{'max_features': 'sqrt', 'max_leaf_nodes': 2, 'bootstrap': False, 'max_depth': 1}",0,0,0,0,0,0
age : cholesterol : exercise_induced_angina : st_depression : thal,linear,0,0,0.36591649059102743,{'normalize': False},0,0,0,0,0,0
age : cholesterol : exercise_induced_angina : st_depression : thal,knn,0,0,0.7506896551724138,"{'n_neighbors': 30, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
age : cholesterol : exercise_induced_angina : st_depression : thal,logistic,0,0,0.7877011494252874,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : cholesterol : exercise_induced_angina : st_depression : thal,gaussian,0,0,0.7744827586206896,{},0,0,0,0,0,0
age : cholesterol : exercise_induced_angina : st_depression : thal,svc,0,0,0.7711494252873564,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : cholesterol : exercise_induced_angina : st_depression : thal,decision_tree,0,0,0.703793103448276,"{'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 30}",0,0,0,0,0,0
age : cholesterol : exercise_induced_angina : st_depression : thal,random_forest,0,0,0.7240229885057472,"{'max_features': 'sqrt', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
age : cholesterol : exercise_induced_angina : num_major_vessels : thal,linear,0,0,0.421146120973282,{'normalize': False},0,0,0,0,0,0
age : cholesterol : exercise_induced_angina : num_major_vessels : thal,knn,0,0,0.7980459770114943,"{'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
age : cholesterol : exercise_induced_angina : num_major_vessels : thal,logistic,0,0,0.8113793103448277,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : cholesterol : exercise_induced_angina : num_major_vessels : thal,gaussian,0,0,0.7983908045977011,{},0,0,0,0,0,0
age : cholesterol : exercise_induced_angina : num_major_vessels : thal,svc,0,0,0.7911494252873564,"{'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : cholesterol : exercise_induced_angina : num_major_vessels : thal,decision_tree,0,0,0.6904597701149425,"{'max_features': 'log2', 'max_leaf_nodes': 10, 'max_depth': 25}",0,0,0,0,0,0
age : cholesterol : exercise_induced_angina : num_major_vessels : thal,random_forest,0,0,0.7779310344827588,"{'max_features': 'log2', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 10}",0,0,0,0,0,0
age : cholesterol : st_depression : num_major_vessels : thal,linear,0,0,0.3948162972511165,{'normalize': False},0,0,0,0,0,0
age : cholesterol : st_depression : num_major_vessels : thal,knn,0,0,0.80816091954023,"{'n_neighbors': 30, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
age : cholesterol : st_depression : num_major_vessels : thal,logistic,0,0,0.811264367816092,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : cholesterol : st_depression : num_major_vessels : thal,gaussian,0,0,0.794712643678161,{},0,0,0,0,0,0
age : cholesterol : st_depression : num_major_vessels : thal,svc,0,0,0.7945977011494253,"{'C': 1000, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : cholesterol : st_depression : num_major_vessels : thal,decision_tree,0,0,0.7137931034482758,"{'max_features': 'auto', 'max_leaf_nodes': 10, 'max_depth': 20}",0,0,0,0,0,0
age : cholesterol : st_depression : num_major_vessels : thal,random_forest,0,0,0.787816091954023,"{'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 25}",0,0,0,0,0,0
age : max_hr : exercise_induced_angina : st_depression : num_major_vessels,linear,0,0,0.38254566750620167,{'normalize': True},0,0,0,0,0,0
age : max_hr : exercise_induced_angina : st_depression : num_major_vessels,knn,0,0,0.7413793103448276,"{'n_neighbors': 40, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
age : max_hr : exercise_induced_angina : st_depression : num_major_vessels,logistic,0,0,0.8016091954022988,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : max_hr : exercise_induced_angina : st_depression : num_major_vessels,gaussian,0,0,0.7980459770114943,{},0,0,0,0,0,0
age : max_hr : exercise_induced_angina : st_depression : num_major_vessels,svc,0,0,0.7748275862068965,"{'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : max_hr : exercise_induced_angina : st_depression : num_major_vessels,decision_tree,0,0,0.673103448275862,"{'max_features': None, 'max_leaf_nodes': 5, 'max_depth': 5}",0,0,0,0,0,0
age : max_hr : exercise_induced_angina : st_depression : num_major_vessels,random_forest,0,0,0.7410344827586208,"{'max_features': 'log2', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 20}",0,0,0,0,0,0
age : max_hr : exercise_induced_angina : st_depression : thal,linear,0,0,0.3926739833113235,{'normalize': True},0,0,0,0,0,0
age : max_hr : exercise_induced_angina : st_depression : thal,knn,0,0,0.7479310344827585,"{'n_neighbors': 30, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
age : max_hr : exercise_induced_angina : st_depression : thal,logistic,0,0,0.774367816091954,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : max_hr : exercise_induced_angina : st_depression : thal,gaussian,0,0,0.7911494252873563,{},0,0,0,0,0,0
age : max_hr : exercise_induced_angina : st_depression : thal,svc,0,0,0.7475862068965519,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : max_hr : exercise_induced_angina : st_depression : thal,decision_tree,0,0,0.6804597701149425,"{'max_features': 'auto', 'max_leaf_nodes': 10, 'max_depth': 1}",0,0,0,0,0,0
age : max_hr : exercise_induced_angina : st_depression : thal,random_forest,0,0,0.7372413793103448,"{'max_features': 'auto', 'max_leaf_nodes': 20, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
age : max_hr : exercise_induced_angina : num_major_vessels : thal,linear,0,0,0.44880433309944034,{'normalize': True},0,0,0,0,0,0
age : max_hr : exercise_induced_angina : num_major_vessels : thal,knn,0,0,0.8117241379310345,"{'n_neighbors': 10, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
age : max_hr : exercise_induced_angina : num_major_vessels : thal,logistic,0,0,0.8349425287356322,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : max_hr : exercise_induced_angina : num_major_vessels : thal,gaussian,0,0,0.8254022988505747,{},0,0,0,0,0,0
age : max_hr : exercise_induced_angina : num_major_vessels : thal,svc,0,0,0.8213793103448277,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : max_hr : exercise_induced_angina : num_major_vessels : thal,decision_tree,0,0,0.7203448275862069,"{'max_features': 'log2', 'max_leaf_nodes': 10, 'max_depth': 5}",0,0,0,0,0,0
age : max_hr : exercise_induced_angina : num_major_vessels : thal,random_forest,0,0,0.7742528735632185,"{'max_features': 'log2', 'max_leaf_nodes': 10, 'bootstrap': False, 'max_depth': 1}",0,0,0,0,0,0
age : max_hr : st_depression : num_major_vessels : thal,linear,0,0,0.43771797003329416,{'normalize': True},0,0,0,0,0,0
age : max_hr : st_depression : num_major_vessels : thal,knn,0,0,0.7911494252873564,"{'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
age : max_hr : st_depression : num_major_vessels : thal,logistic,0,0,0.8181609195402298,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
age : max_hr : st_depression : num_major_vessels : thal,gaussian,0,0,0.8149425287356322,{},0,0,0,0,0,0
age : max_hr : st_depression : num_major_vessels : thal,svc,0,0,0.8011494252873564,"{'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : max_hr : st_depression : num_major_vessels : thal,decision_tree,0,0,0.7442528735632183,"{'max_features': 'sqrt', 'max_leaf_nodes': 15, 'max_depth': 25}",0,0,0,0,0,0
age : max_hr : st_depression : num_major_vessels : thal,random_forest,0,0,0.7545977011494253,"{'max_features': 'sqrt', 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
age : exercise_induced_angina : st_depression : num_major_vessels : thal,linear,0,0,0.44186191950496384,{'normalize': True},0,0,0,0,0,0
age : exercise_induced_angina : st_depression : num_major_vessels : thal,knn,0,0,0.8011494252873563,"{'n_neighbors': 30, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
age : exercise_induced_angina : st_depression : num_major_vessels : thal,logistic,0,0,0.8179310344827586,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : exercise_induced_angina : st_depression : num_major_vessels : thal,gaussian,0,0,0.8044827586206897,{},0,0,0,0,0,0
age : exercise_induced_angina : st_depression : num_major_vessels : thal,svc,0,0,0.8078160919540232,"{'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : exercise_induced_angina : st_depression : num_major_vessels : thal,decision_tree,0,0,0.7304597701149426,"{'max_features': 'log2', 'max_leaf_nodes': 2, 'max_depth': 5}",0,0,0,0,0,0
age : exercise_induced_angina : st_depression : num_major_vessels : thal,random_forest,0,0,0.7675862068965518,"{'max_features': 'auto', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : max_hr : exercise_induced_angina,linear,0,0,0.2729593694187613,{'normalize': False},0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : max_hr : exercise_induced_angina,knn,0,0,0.720344827586207,"{'n_neighbors': 50, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : max_hr : exercise_induced_angina,logistic,0,0,0.7505747126436781,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : max_hr : exercise_induced_angina,gaussian,0,0,0.7270114942528736,{},0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : max_hr : exercise_induced_angina,svc,0,0,0.7505747126436781,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : max_hr : exercise_induced_angina,decision_tree,0,0,0.64,"{'max_features': 'sqrt', 'max_leaf_nodes': 15, 'max_depth': 1}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : max_hr : exercise_induced_angina,random_forest,0,0,0.7070114942528736,"{'max_features': 'auto', 'max_leaf_nodes': 20, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : max_hr : st_depression,linear,0,0,0.2969148056185391,{'normalize': True},0,0,0,0,0,0
